слово,дискретна тональність,усереднена тональність,дисперсія
неприглядний,-1,"-0,6666666667","0,4714045208"
непридатний,-1,"-1,2","0,4"
неприємний,-1,"-1,3333333333","0,4714045208"
неприємність,-1,-1,0
неприйнятний,-1,-1,0
неприйняття,-1,"-0,6666666667","0,4714045208"
неприкметний,-1,"-0,6666666667","0,4714045208"
неприкритий,-1,"-0,6666666667","0,4714045208"
непримиренний,-1,"-0,6666666667","0,8164965809"
непримітний,-1,"-0,6666666667","0,4714045208"
непринциповий,0,"0,3333333333","0,4714045208"
неприпустимий,-1,-1,"0,8164965809"
неприпустимість,0,"-0,3333333333","0,4714045208"
неприродний,-1,"-0,5555555556","0,496903995"
непристойний,-1,-1,0
непристосований,-1,-1,0
неприступний,0,0,"0,8164965809"
неприязний,-1,-1,"0,8164965809"
непробивний,1,1,"0,8164965809"
непродуктивний,-1,"-1,3333333333","0,4714045208"
непродуманий,-1,-1,"0,7071067812"
непролазний,0,"-0,3333333333","0,4714045208"
непроникний,0,0,"0,8164965809"
непропорційний,0,"-0,3333333333","0,9428090416"
непросвітлений,-1,"-1,1666666667","0,3726779962"
непростимий,-1,-1,0
непрофесійний,-1,"-0,6666666667","0,4714045208"
непроханий,-2,"-1,6666666667","0,4714045208"
непрошений,-1,"-0,6666666667","0,4714045208"
непрямий,0,"-0,3333333333","0,4714045208"
непублічний,0,0,0
нерадісний,-1,"-1,3333333333","0,4714045208"
нервовий,-1,-1,0
нервозний,-1,-1,0
нервувати,-1,-1,0
нереалізований,-1,"-0,6666666667","0,4714045208"
нереалістичний,-1,"-1,3333333333","0,9428090416"
нереальний,0,"-0,3333333333","0,4714045208"
нереальність,-1,"-1,3333333333","0,4714045208"
нерегульований,0,"-0,3333333333","0,4714045208"
нерелігійна,0,"-0,2222222222","0,4157397096"
нерівний,-1,-1,0
нерівний,-1,"-0,8","0,4"
нерівність,-1,"-0,6","0,4898979486"
нерідкий,0,0,0
нерішучий,-1,-1,"0,6666666667"
нероба,-1,"-1,3333333333","0,4714045208"
нерозв'язний,-1,-1,0
нерозкритий,0,"-0,3333333333","0,4714045208"
нерозлучний,0,"0,3333333333","0,4714045208"
нерозуміння,-1,-1,"0,4714045208"
нерозуміння,-1,"-0,6666666667","0,4714045208"
нерозумний,-1,-1,0
нерозумно,-1,"-1,3333333333","0,4714045208"
неросійський,0,0,0
нерукотворний,0,0,0
нерухомий,0,"-0,3333333333","0,4714045208"
нерухомість,0,0,0
несамовитий,-1,"-1,3333333333","0,4714045208"
несамовитий,-1,-1,0
несамовитий,-1,"-1,4444444444","0,6849348892"
несамовитий,-1,"-1,3333333333","0,4714045208"
несамостійний,-1,"-0,6666666667","0,4714045208"
несанкціонований,-1,-1,0
несвідомий,-1,"-0,75","0,4330127019"
несексуальний,-1,"-0,6666666667","0,4714045208"
несерйозний,-1,"-0,6666666667","0,4714045208"
несиметричний,-1,"-0,5714285714","0,7284313591"
несимпатичний,-1,"-0,7777777778","0,4157397096"
несистемний,-1,"-0,6666666667","0,4714045208"
несказаний,1,1,"1,4142135624"
нескінченний,0,"0,3333333333","1,2472191289"
нескінченний,0,"-0,1111111111","0,8748897638"
нескінченність,0,"0,2222222222","0,9162456946"
нескладний,0,"0,3333333333","0,4714045208"
нескладно,1,"0,6666666667","0,4714045208"
нескромний,-1,"-0,6666666667","0,4714045208"
неслухняний,-1,-1,0
несмачний,-1,-1,"0,6666666667"
неспішний,0,0,0
неспішність,0,"0,3333333333","0,4714045208"
несплата,-1,"-0,5714285714","0,4948716593"
несплачений,-1,-1,"0,8164965809"
несповідимий,-1,"-0,6666666667","0,4714045208"
несподіваний,0,"0,25","0,4330127019"
несподіванка,0,0,0
несподівано,0,"-0,3333333333","0,4714045208"
неспокійний,-1,"-0,8571428571","0,3499271061"
несправедливо,-2,"-1,5","0,5"
несправжній,0,"-0,3333333333","0,4714045208"
несправний,-1,-1,"0,8164965809"
несприятливий,-1,-1,"0,8164965809"
неспроможність,-1,"-1,3333333333","0,4714045208"
нестабільний,-1,-1,0
нестабільність,-1,"-0,7777777778","0,4157397096"
нестандартний,1,"0,6666666667","0,4714045208"
нестаріючий,1,"0,75","0,4330127019"
нестерпний,-2,-2,0
нестерпний,-2,"-1,6666666667","0,4714045208"
нестерпний,-1,"-1,3333333333","0,4714045208"
нестриманий,-1,-1,0
нестримний,0,"-0,25","0,4330127019"
нестримний,0,"-0,3333333333","1,2472191289"
несумісний,-1,-1,0
несуперечливий,0,"0,4444444444","0,496903995"
несучасний,-1,-1,0
несхвальний,-1,"-1,3333333333","0,4714045208"
несхожий,0,"0,5","0,5"
несчисленний,0,"-0,5","0,9574271078"
нетверезий,-1,"-0,6666666667","0,4714045208"
нетерпіння,-1,"-0,6666666667","0,4714045208"
нетерплячий,-1,"-0,6666666667","0,4714045208"
нетлінний,0,0,"0,8164965809"
неточний,-1,-1,"0,8164965809"
неточність,-1,-1,0
нетрадиційний,0,"-0,2222222222","0,4157397096"
нетривалий,0,"-0,5","0,5"
нетривіальний,0,0,"0,8164965809"
неув'язка,-1,-1,0
неуважний,-1,-1,0
неугодний,-1,"-1,3333333333","0,4714045208"
неузгоджений,0,"-0,4444444444","0,496903995"
неупереджений,-1,"-1,3333333333","0,6666666667"
неупереджений,1,"0,5555555556","0,496903995"
неупереджений,1,"0,6666666667","0,8164965809"
неурядовий,0,"-0,3333333333","0,4714045208"
неуспішний,-1,-1,0
неухильний,0,"-0,5","0,5"
неушкоджений,0,"0,3333333333","0,4714045208"
неушкоджений,1,"0,6666666667","0,4714045208"
неформальний,0,0,0
нехарактерний,0,"-0,3333333333","0,4714045208"
нехитрий,0,"0,3333333333","0,4714045208"
нехитрий,0,"-0,3333333333","0,4714045208"
нехороший,-1,-1,"0,8164965809"
нехтувати,-1,"-0,6","0,4898979486"
нехтувати,-1,-1,0
нецензурний,-1,-1,0
нецивілізований,-2,"-1,6","0,4898979486"
нецікавий,-1,-1,0
нечастий,0,0,0
нечесний,-1,"-1,4444444444","0,496903995"
нечесно,-1,-1,"0,8164965809"
нечестивий,-1,"-1,3333333333","0,4714045208"
нечисленний,0,0,0
нечистий,-1,-1,"0,8164965809"
нечисть,-1,-1,0
нечуваний,0,0,"0,8164965809"
нечутливий,0,"-0,3333333333","0,4714045208"
нечутний,0,0,0
нешкідливий,1,1,0
нещадний,-1,"-1,3333333333","0,6666666667"
нещадний,-1,"-1,3333333333","0,4714045208"
нещасливий,-2,-2,0
нещасливий,-1,-875,"0,7806247498"
нещастя,-2,"-1,6666666667","0,4714045208"
нещирий,-1,-1,0
неявний,-1,"-0,6666666667","0,4714045208"
неякісний,-1,-1,0
неясний,0,"-0,5","0,5"
неясно,-1,-1,0
нижегородець,0,0,0
нижегородський,0,0,0
нижній,0,0,0
низинний,0,"-0,3333333333","0,4714045208"
низький,-1,"-0,8333333333","0,6871842709"
низькооплачуваний,-1,"-0,7777777778","0,7856742013"
низькопробний,-1,-1,0
низькоякісний,-1,-1,0
ниття,-1,-1,0
нищівний,1,"0,6666666667","1,1055415968"
нігерійський,0,0,0
ніде,0,"-0,3333333333","0,4714045208"
ніжність,1,"1,3333333333","0,4714045208"
нікудишній,-2,-2,0
нікчема,-2,"-1,6666666667","0,4714045208"
нікчемний,-2,-2,0
німець,0,0,0
німецький,0,0,0
німецький,0,"0,3333333333","0,4714045208"
німецько,0,0,0
німецько-фашистський,-1,-1,0
нірвана,1,"1,2222222222","0,7856742013"
нісенітниця,-1,-1,0
нісенітниця,-1,"-1,2","0,4"
ніякий,-1,"-0,6666666667","0,4714045208"
нобелівський,0,0,0
новатор,0,0,0
новаторський,1,1,0
новгородський,0,0,0
новина,0,0,"0,4714045208"
новинка,0,"0,3333333333","0,4714045208"
новобранець,0,"-0,3333333333","0,4714045208"
нововведення,0,"0,3333333333","0,4714045208"
нововведення,1,"0,6666666667","0,9428090416"
новозеландський,0,0,0
новомодний,1,"0,6666666667","0,4714045208"
ножовий,0,0,0
номенклатура,0,0,0
номерний,0,0,0
номінальний,0,0,0
норвезький,0,0,0
нормальний,0,"0,3333333333","0,4714045208"
нормально,0,"0,3333333333","0,4714045208"
норматив,0,"0,1666666667","0,3726779962"
нормативний,1,"0,6666666667","0,9428090416"
норовливий,0,"-0,3333333333","0,4714045208"
носій,0,0,0
носіння,0,"-0,3333333333","0,4714045208"
нотаріус,0,0,0
нудний,-1,-1,0
нуднуватий,-1,-1,0
нудота,-1,-1,"0,6666666667"
нудотний,-2,-2,0
нудотний,-1,-1,0
нудьга,-1,"-0,7777777778","0,4157397096"
нульовий,0,0,"0,8164965809"
нью-йоркський,0,0,0
нюрнберзький,0,0,0
об'єднавчий,0,"0,4444444444","0,496903995"
об'єднання,0,0,0
об'єднувати,0,"0,3333333333","0,9428090416"
об'єднуватися,0,"0,2","0,4"
об'єктивний,0,"0,3333333333","0,4714045208"
об'єктивність,1,"0,8888888889","0,7370277312"
об'їдати,-1,"-1,3333333333","0,4714045208"
обачний,1,"0,75","0,4330127019"
обвал,-1,"-1,3333333333","0,4714045208"
обвалення,-1,-1,"0,632455532"
обвальний,-1,"-1,4285714286","0,4948716593"
обвинувальний,-1,-1,0
обгін,0,0,0
обговорення,0,"-0,25","0,4330127019"
обговорювати,0,0,0
обговорюватися,0,0,0
обгорілий,-2,"-1,6666666667","0,4714045208"
обгороджувати,0,0,"0,8164965809"
обгортатися,0,0,0
обгрунтований,0,"0,3333333333","0,4714045208"
обґрунтовуватися,0,"0,3333333333","0,7453559925"
обережний,0,"0,3333333333","0,8164965809"
обережність,0,"0,4444444444","0,496903995"
обиватель,0,"-0,3333333333","0,4714045208"
обивательський,-1,-1,"0,5773502692"
обід,0,"0,3333333333","0,4714045208"
обійми,0,"0,3333333333","0,4714045208"
обітований,0,"0,3333333333","0,4714045208"
обіцянка,0,"0,2222222222","0,6285393611"
обіцяти,0,0,0
обкладати,-1,-1,"0,8164965809"
обкладатися,0,"0,1666666667","0,3726779962"
обкрадати,-1,"-1,3333333333","0,4714045208"
обладнання,0,0,0
обладнувати,0,"0,3333333333","0,4714045208"
обласний,0,0,0
область,0,0,0
обличчя,0,"0,3333333333","0,4714045208"
облігація,0,0,0
облізлий,-2,"-1,6666666667","0,4714045208"
облік,0,0,0
обманювати,-1,"-1,4","0,4898979486"
обмеженість,-1,-1,"0,5345224838"
обмеження,0,0,"0,8164965809"
обмежувати,-1,"-1,25","0,4330127019"
обмежувати,0,"-0,4","0,4898979486"
обмінювати,0,0,0
обмінюватися,0,"0,1428571429","0,3499271061"
обов'язковий,0,0,0
обов'язково,0,0,0
обов'язок,0,0,0
обожнювати,1,"1,3333333333","0,4714045208"
оболонка,0,0,0
обопільний,0,"-0,25","1,0897247359"
оборона,1,1,"0,8164965809"
оборонний,0,0,0
оборонятися,0,"0,3333333333","0,9428090416"
обрадувати,1,"1,3333333333","0,4714045208"
ображати,-1,"-1,3333333333","0,4714045208"
образ,0,0,0
образа,-2,"-1,6666666667","0,4714045208"
образа,-1,"-0,6666666667","0,4714045208"
образливий,-2,"-1,6666666667","0,4714045208"
обранець,0,0,0
обрання,0,"0,2","0,4"
обривати,-1,"-0,6666666667","0,4714045208"
обрізання,0,"-0,3333333333","0,4714045208"
обробляти,0,0,0
обрушувати,-1,-1,"0,8164965809"
обрушуватися,-1,"-1,2","0,7483314774"
обслуговування,0,0,0
обслуговувати,0,"-0,3333333333","0,4714045208"
обставина,0,0,0
обстеження,0,0,0
обстріл,-1,"-0,6666666667","0,9428090416"
обстрілювати,-1,"-0,8333333333","0,6871842709"
обсценний,-1,"-0,6666666667","0,4714045208"
обтяжливий,-1,"-0,8888888889","0,5665577237"
обтяжувати,0,"-0,3333333333","0,4714045208"
обурення,-1,"-1,3333333333","0,4714045208"
обурливий,-2,"-1,6666666667","0,4714045208"
обурювати,0,"-0,5","0,5"
обурюватися,-1,"-1,3333333333","0,4714045208"
обчислювати,0,0,0
обчислювати,0,"0,2222222222","0,4157397096"
обчислюватися,0,0,0
обширний,0,0,0
обшук,-1,-1,"0,8164965809"
овочебаза,0,"-0,3333333333","0,4714045208"
овочевий,0,0,0
огидний,-2,-2,0
оглушливий,0,0,"0,8164965809"
огляд,0,0,0
ого,0,0,0
оголошення,0,0,"0,4714045208"
оголошувати,0,0,0
огорожа,0,0,0
огріх,0,"-0,3333333333","0,4714045208"
одиниця,0,0,0
одиничний,0,"0,3333333333","0,4714045208"
одиночний,0,0,0
одіозний,-1,"-0,6666666667","0,4714045208"
однобокий,0,"-0,4444444444","0,496903995"
одноголосний,1,"0,6666666667","0,4714045208"
